28,126
28,127
28,128
28,129
28,130
28,131
28,132
28,133
28,134
28,135
28,136
28,137
28,138
28,139
28,140
28,141
28,142
28,143
28,144
28,145
28,146
28,147
28,148
28,149
28,150
28,151
28,152
28,153
28,154
28,155
28,156
28,157
28,158
28,159
28,160
28,161
28,162
28,163
28,164
28,165
28,166
28,167
28,168
28,169
28,170
28,171
28,172
28,173
28,174
28,175
28,176
28,177
28,178
28,179
28,180
28,181
28,182
28,183
28,184
28,185
28,186
28,187
28,188
29,188
30,188
31,188
31,189
31,190
31,191
31,192
31,193
32,193
33,193
34,193
35,193
36,193
37,193
38,193
39,193
40,193
41,193
42,193
43,193
44,193
45,193
46,193
47,193
48,193
49,193
50,193
51,193
52,193
53,193
54,193
55,193
56,193
57,193
58,193
59,193
60,193
61,193
62,193
63,193
64,193
65,193
66,193
67,193
68,193
69,193
70,193
71,193
72,193
73,193
74,193
75,193
76,193
76,194
77,194
78,194
79,194
80,194
80,193
80,192
80,191
80,190
80,189
80,188
80,187
80,186
80,185
80,184
80,183
80,182
80,181
80,180
80,179
80,178
80,177
80,176
80,175
80,174
80,173
80,172
80,171
80,170
80,169
80,168
80,167
80,166
80,165
80,164
80,163
80,162
80,161
80,160
80,159
80,158
80,157
80,156
80,155
80,154
80,153
80,152
80,151
80,150
80,149
80,148
80,147
80,146
80,145
80,144
80,143
80,142
80,141
80,140
80,139
80,138
80,137
80,136
80,135
80,134
80,133
80,132
80,131
80,130
80,129
80,128
80,127
80,126
80,125
80,124
80,123
80,122
80,121
80,120
80,119
80,118
80,117
80,116
80,115
81,115
82,115
83,115
84,115
85,115
85,116
85,117
85,118
85,119
85,120
86,120
87,120
88,120
89,120
90,120
90,119
91,119
92,119
93,119
94,119
94,118
94,117
94,116
93,116
92,116
91,116
91,115
91,114
91,113
91,112
90,112
89,112
88,112
87,112
86,112
85,112
84,112
83,112
82,112
81,112
80,112
79,112
78,112
77,112
76,112
75,112
74,112
73,112
72,112
71,112
70,112
69,112
68,112
67,112
66,112
65,112
64,112
63,112
62,112
61,112
60,112
59,112
58,112
57,112
56,112
55,112
54,112
53,112
52,112
51,112
50,112
49,112
48,112
47,112
46,112
45,112
44,112
43,112
42,112
41,112
40,112
39,112
38,112
37,112
36,112
35,112
34,112
33,112
32,112
31,112
30,112
29,112
28,112
27,112
26,112
25,112
24,112
23,112
22,112
21,112
20,112
19,112
18,112
17,112
16,112
15,112
14,112
13,112
12,112
11,112
10,112
9,112
8,112
7,112
6,112
5,112
4,112
3,112
2,112
1,112
0,112
-1,112
-2,112
-3,112
-4,112
-5,112
-6,112
-7,112
-8,112
-9,112
-10,112
-11,112
-12,112
-13,112
-14,112
-15,112
-16,112
-17,112
-18,112
-19,112
-20,112
-21,112
-22,112
-23,112
-24,112
-25,112
-26,112
-27,112
-28,112
-29,112
-30,112
-31,112
-32,112
-33,112
-34,112
-35,112
-36,112
-37,112
-38,112
-39,112
-40,112
-41,112
-42,112
-43,112
-44,112
-45,112
-46,112
-47,112
-48,112
-49,112
-50,112
-51,112
-52,112
-53,112
-54,112
-55,112
-56,112
-57,112
-58,112
-59,112
-60,112
-61,112
-62,112
-63,112
-64,112
-65,112
-66,112
-67,112
-68,112
-69,112
-70,112
-71,112
-72,112
-73,112
-74,112
-75,112
-76,112
-77,112
-78,112
-79,112
-80,112
-81,112
-82,112
-83,112
-84,112
-85,112
-86,112
-87,112
-88,112
-89,112
-90,112
-91,112
-92,112
-93,112
-94,112
-94,111
-94,110
-94,109
-94,108
-94,107
-93,107
-92,107
-91,107
-91,108
-90,108
-89,108
-88,108
-87,108
-86,108
-86,109
-86,110
-85,110
-85,109
-85,108
-85,107
-86,107
-87,107
-87,106
-87,105
-87,104
-86,104
-85,104
-84,104
-83,104
-83,105
-83,106
-82,106
-81,106
-81,107
-81,108
-81,109
-82,109
-83,109
-83,108
-83,107
-82,107
-81,107
-80,107
-80,108
-80,109
-80,110
-80,111
-80,112
-79,112
-78,112
-77,112
-77,111
-77,110
-77,109
-77,108
-76,108
-75,108
-74,108
-73,108
-72,108
-72,107
-73,107
-74,107
-74,106
-74,105
-75,105
-76,105
-77,105
-78,105
-78,106
-78,107
-78,108
-79,108
-80,108
-81,108
-82,108
-82,107
-82,106
-82,105
-81,105
-81,104
-81,103
-81,102
-82,102
-83,102
-83,103
-82,103
-82,104
-82,105
-82,106
-81,106
-80,106
-79,106
-78,106
-78,107
-78,108
-78,109
-78,110
-78,111
-77,111
-76,111
-76,110
-77,110
-78,110
-79,110
-79,109
-79,108
-79,107
-78,107
-77,107
-77,108
-77,109
-76,109
-75,109
-75,108
-76,108
-77,108
-77,109
-77,110
-77,111
-78,111
-79,111
-80,111
-80,110
-80,109
-80,108
-81,108
-82,108
-83,108
-84,108
-84,107
-84,106
-84,105
-84,104
-85,104
-86,104
-87,104
-88,104
-88,105
-88,106
-88,107
-88,108
-87,108
-86,108
-85,108
-84,108
-84,109
-84,110
-84,111
-85,111
-85,110
-85,109
-86,109
-87,109
-88,109
-89,109
-90,109
-90,110
-90,111
-89,111
-88,111
-88,110
-88,109
-87,109
-86,109
-85,109
-84,109
-84,110
-84,111
-84,112
-85,112
-86,112
-87,112
-88,112
-88,113
-88,114
-88,115
-88,116
-89,116
-90,116
-91,116
-92,116
-93,116
-93,115
-93,114
-93,113
-93,112
-94,112
-95,112
-95,111
-95,110
-95,109
-95,108
-94,108
-93,108
-92,108
-91,108
-91,107
-91,106
-91,105
-91,104
-92,104
-92,105
-92,106
-92,107
-92,108
-92,109
-93,109
-94,109
-94,108
-94,107
-94,106
-94,105
-93,105
-92,105
-91,105
-90,105
-89,105
-89,106
-89,107
-89,108
-90,108
-91,108
-91,107
-91,106
-91,105
-91,104
-90,104
-89,104
-88,104
-87,104
-87,103
-87,102
-87,101
-86,101
-85,101
-84,101
-84,102
-84,103
-84,104
-84,105
-83,105
-83,106
-83,107
-82,107
-81,107
-80,107
-80,108
-80,109
-79,109
-79,108
-79,107
-80,107
-81,107
-82,107
-83,107
-84,107
-84,106
-84,105
-84,104
-84,103
-83,103
-82,103
-82,104
-83,104
-84,104
-85,104
-85,105
-85,106
-84,106
-83,106
-82,106
-82,107
-82,108
-83,108
-83,107
-83,106
-83,105
-83,104
-83,103
-82,103
-81,103
-81,104
-80,104
-79,104
-78,104
-77,104
[]
