-1,0
-2,0
-2,-1
-2,-2
-2,-3
-2,-4
-2,-5
-1,-5
0,-5
1,-5
2,-5
3,-5
3,-6
3,-7
3,-8
3,-9
3,-10
4,-10
5,-10
5,-9
5,-8
5,-7
5,-6
6,-6
6,-7
7,-7
8,-7
9,-7
10,-7
10,-8
10,-9
9,-9
9,-10
10,-10
11,-10
12,-10
13,-10
13,-11
14,-11
15,-11
16,-11
17,-11
17,-10
17,-9
17,-8
17,-7
18,-7
19,-7
20,-7
21,-7
22,-7
22,-8
22,-9
22,-10
21,-10
21,-11
20,-11
20,-12
20,-13
20,-14
20,-15
20,-16
21,-16
21,-17
21,-18
21,-19
21,-20
21,-21
22,-21
23,-21
24,-21
25,-21
25,-22
25,-23
26,-23
27,-23
28,-23
29,-23
30,-23
30,-22
30,-21
30,-20
29,-20
28,-20
27,-20
27,-19
27,-18
27,-17
26,-17
25,-17
24,-17
24,-16
24,-15
24,-14
24,-13
25,-13
26,-13
27,-13
28,-13
28,-12
28,-11
27,-11
26,-11
25,-11
24,-11
23,-11
23,-10
24,-10
25,-10
25,-9
25,-8
24,-8
24,-7
24,-6
24,-5
25,-5
26,-5
27,-5
28,-5
28,-4
28,-3
28,-2
28,-1
28,0
28,1
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,9
28,10
28,11
28,12
28,13
28,14
28,15
28,16
28,17
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,28
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,41
28,42
28,43
28,44
28,45
28,46
28,47
28,48
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,56
28,57
28,58
28,59
28,60
28,61
28,62
28,63
28,64
28,65
28,66
28,67
28,68
28,69
28,70
28,71
28,72
28,73
28,74
28,75
28,76
28,77
28,78
28,79
28,80
28,81
28,82
28,83
28,84
28,85
28,86
28,87
28,88
28,89
28,90
28,91
28,92
28,93
28,94
28,95
28,96
28,97
28,98
28,99
28,100
28,101
28,102
28,103
28,104
28,105
28,106
28,107
28,108
28,109
28,110
28,111
28,112
28,113
28,114
28,115
28,116
28,117
28,118
28,119
28,120
28,121
28,122
28,123
28,124
28,125
